tw_id,sentiment_labels,sentiment_winner,stance_labels,stance_winner
1303374161906225155,3|3|3|3,3,1|1|3|3,-1
1117377458104340481,3|3|3|3,3,1|1|1|1,1
1290040086604722179,1|1|1|1,1,1|1|1|1,1
1270288225710551040,3|0|3|3,3,1|0|1|1,1
1053068883781959681,0|0|2|2,-1,0|0|0|0,0
1053006804769271809,2|0|2|2,2,NA|NA|NA|NA,NA
1303279720600088576,2|1|1|3,1,1|1|1|1,1
1272590579373932547,4|1|4|2,4,0|0|0|0,0
1293814590011330561,3|3|1|3,3,1|1|1|1,1
1262206535037526018,1|1|1|1,1,0|0|0|0,0
1262062297448579073,0|4|0|0,0,NA|NA|NA|NA,NA
1291854004620800001,1|1|1|1,1,0|0|0|0,0
1179487553713508354,3|3|3|3,3,3|0|3|0,-1
1259165894619680768,0|0|0|2,0,0|0|0|0,0
1259127849275076611,1|1|1|1,1,NA|NA|NA|NA,NA
1303280481115439104,2|2|2|2,2,1|1|3|3,-1
1260242506362621952,1|1|1|3,1,3|1|0|1,1
1260241381236396036,1|1|1|1,1,NA|NA|NA|NA,NA
1125178663081738240,0|0|0|0,0,0|0|0|0,0
1276148564482306057,1|1|1|2,1,1|1|1|1,1
1297309979372855296,4|3|2|3,3,3|1|3|3,3
1259410931949473792,1|1|1|1,1,1|1|1|1,1
1222637347126370310,4|1|1|1,1,0|0|0|0,0
1293131287918718976,4|1|1|1,1,1|1|1|1,1
1252067536805474304,4|4|3|4,4,0|0|0|0,0
1212034363673718785,1|1|1|1,1,1|1|1|1,1
1114231278918950912,1|1|1|3,1,1|1|1|1,1
1114156796799852544,0|2|2|2,2,NA|NA|NA|NA,NA
1297838972861906944,2|1|2|2,2,0|0|0|0,0
1300856272951087107,3|3|3|3,3,1|1|1|1,1
1184754290402975745,1|1|1|1,1,1|1|1|1,1
1289977640519176192,1|1|1|1,1,1|1|1|1,1
1250901244819931143,0|0|0|0,0,0|0|0|0,0
1058844637862027264,0|0|0|0,0,0|0|0|0,0
1058827597906354176,4|0|0|0,0,NA|NA|NA|NA,NA
1108371580411887617,1|1|1|3,1,1|1|1|3,1
1284077957481467906,3|1|1|1,1,1|1|1|1,1
1269983369632395265,3|1|3|3,3,1|1|1|1,1
1235219092631687168,3|1|3|3,3,1|1|1|1,1
1279212487485919232,3|3|1|3,3,1|1|1|1,1
1299482418974519297,4|4|4|4,4,0|0|0|0,0
1274432719469019140,1|1|1|1,1,1|1|1|1,1
838416316168011776,1|1|1|3,1,0|0|0|0,0
838395763843530752,2|2|2|2,2,NA|NA|NA|NA,NA
1275927220960350210,3|3|1|3,3,1|1|1|1,1
1275754068581978119,0|0|0|0,0,NA|NA|NA|NA,NA
1014122971101790208,1|3|3|3,3,1|1|1|1,1
1013528768730812417,1|1|1|1,1,NA|NA|NA|NA,NA
1295875927843516422,1|1|1|3,1,0|0|0|0,0
1287435239162355718,1|1|1|3,1,1|1|1|1,1
1100013372370833410,1|1|1|3,1,1|1|1|1,1
1100011491867217920,2|2|2|2,2,NA|NA|NA|NA,NA
881106103081238528,1|1|1|1,1,0|0|0|0,0
881105227549691905,1|1|1|1,1,NA|NA|NA|NA,NA
868054131449188353,3|3|3|3,3,3|3|0|3,3
868052014344916992,3|1|3|3,3,NA|NA|NA|NA,NA
1065654921092087808,0|0|0|0,0,0|0|0|0,0
1065653000969048065,0|0|0|0,0,NA|NA|NA|NA,NA
1269904221576597504,1|1|1|3,1,1|1|0|3,1
1269896843128975361,2|4|2|2,2,NA|NA|NA|NA,NA
1275464114253500416,3|3|3|3,3,1|1|1|1,1
1181854342602743808,4|1|1|0,1,0|0|0|0,0
1267807298627362817,1|1|1|1,1,1|1|1|1,1
1270739034915180544,1|3|1|3,-1,1|1|1|1,1
1088590203932078084,3|3|3|2,3,3|1|3|3,3
1269605821366833163,1|1|1|1,1,1|1|1|1,1
1266462367212339209,1|1|1|1,1,1|1|1|1,1
1262145122801770497,1|3|3|3,3,3|1|3|3,3
1179504737135333379,3|3|3|3,3,3|1|3|3,3
1292942849986764801,1|1|1|1,1,1|1|1|1,1
1293166060015882240,3|3|3|3,3,1|1|1|3,1
1258526386316177408,0|1|0|3,0,0|0|0|0,0
1269984216210714626,3|4|4|0,4,3|3|0|3,3
1268178519785431046,3|1|3|3,3,1|1|1|1,1
1275337267121397762,4|1|4|1,-1,1|1|1|1,1
1210631165285216259,1|1|1|3,1,1|1|1|1,1
1210517163670409217,4|4|1|0,4,NA|NA|NA|NA,NA
1304882345380585473,1|1|1|1,1,0|0|0|0,0
1304864245318930433,1|1|1|4,1,NA|NA|NA|NA,NA
1243647894063890432,0|0|0|2,0,0|0|0|0,0
1275855047289704448,0|4|1|0,0,1|1|1|1,1
1268881171577962496,1|1|1|3,1,0|0|0|0,0
1268876680363417602,1|1|1|1,1,NA|NA|NA|NA,NA
1157409527668584450,3|3|3|3,3,3|1|3|3,3
1157396135201431559,0|4|4|1,4,NA|NA|NA|NA,NA
1181958994329587720,1|0|4|4,4,1|0|0|0,0
825803215455281154,1|1|1|3,1,1|1|1|1,1
825528547263528961,0|1|0|0,0,NA|NA|NA|NA,NA
1158307853611995136,1|1|1|1,1,1|1|1|1,1
1178229651375820800,1|1|1|3,1,1|1|1|3,1
1178224733814509574,0|0|0|2,0,NA|NA|NA|NA,NA
1289271022269521920,1|1|1|1,1,2|1|3|3,3
1289260857713541121,1|1|1|1,1,NA|NA|NA|NA,NA
912377793735995392,1|1|1|1,1,0|1|0|3,0
912364128043454465,2|2|2|2,2,NA|NA|NA|NA,NA
1267922707083124741,3|0|3|3,3,1|0|1|3,1
896101488333733888,3|3|1|2,3,1|1|1|3,1
1250588952337186816,1|1|3|2,1,0|0|3|0,0
1087850062800187393,1|3|1|3,-1,1|1|1|1,1
1107732757701111808,0|0|0|0,0,0|0|0|0,0
1257290473032552451,0|0|0|0,0,0|0|0|0,0
1174746514385768448,1|1|1|1,1,0|0|0|0,0
1284785236342190082,1|1|1|1,1,1|1|1|1,1
879336370032058368,1|1|1|1,1,1|1|1|1,1
879332486089723904,2|0|2|2,2,NA|NA|NA|NA,NA
1128918389215383552,1|1|1|1,1,1|1|1|1,1
1304409767180488704,3|3|3|3,3,1|1|3|3,-1
1264896260290547713,3|3|1|3,3,0|0|0|0,0
977014692265844737,1|1|1|1,1,0|0|3|3,-1
976946854771548161,1|1|1|2,1,NA|NA|NA|NA,NA
1282779541656801281,1|1|1|3,1,1|1|1|1,1
1267827424458182661,4|1|1|1,1,0|0|0|0,0
1267419672288337920,1|1|1|1,1,1|1|1|1,1
1275418547511078914,1|1|1|1,1,1|1|1|1,1
1297526264178380801,3|1|1|3,-1,0|0|0|0,0
1294096287944638465,1|1|1|1,1,1|1|1|1,1
1274823039713239042,1|1|1|1,1,3|3|3|3,3
1082640257781256193,1|1|1|3,1,1|1|3|1,1
1088579886309146629,1|1|1|3,1,1|1|1|1,1
1257971731941208064,3|1|3|2,3,1|1|1|3,1
1300408297665826818,0|0|0|0,0,0|0|0|0,0
1216807368702550016,3|1|3|3,3,1|1|1|1,1
1216803599151509504,2|2|2|2,2,NA|NA|NA|NA,NA
1259496192079278081,1|1|1|1,1,1|1|1|1,1
1103011673823154176,0|0|0|2,0,0|0|0|0,0
1016469212783693824,1|1|1|1,1,1|1|1|1,1
1016399395644944385,0|0|0|0,0,NA|NA|NA|NA,NA
1086402475983282177,3|3|3|3,3,3|1|3|3,3
1272660179121852417,0|0|2|0,0,0|0|0|0,0
1272617462836625408,0|0|0|0,0,NA|NA|NA|NA,NA
914528339200741376,0|0|0|0,0,0|0|0|0,0
1267905751516884994,1|1|1|1,1,1|1|1|1,1
1267815566938521602,1|1|1|1,1,1|1|1|1,1
1052579605176049665,0|0|0|0,0,0|0|0|0,0
1052549958241374209,0|0|0|0,0,NA|NA|NA|NA,NA
1278645072016355329,1|1|1|1,1,1|1|1|1,1
1267825144044519428,1|1|1|3,1,1|1|1|1,1
1268950714426023936,1|1|1|1,1,0|0|0|0,0
1254070634176544768,1|1|1|1,1,1|1|1|1,1
1267863362236559360,1|1|1|1,1,1|1|1|1,1
1260643008942350340,0|0|0|0,0,0|0|0|0,0
1288082560430551042,0|0|2|0,0,0|0|0|0,0
1288072960964734976,1|1|1|3,1,NA|NA|NA|NA,NA
1289531633431764992,0|1|0|0,0,0|0|0|0,0
1282439611403337729,0|3|1|3,3,0|1|0|3,0
1268317021739069443,3|3|3|3,3,3|1|1|1,1
914476477290336257,3|3|3|2,3,3|3|3|3,3
1267879669115817985,1|1|1|1,1,1|1|1|1,1
1309263966728851456,1|1|1|1,1,NA|NA|NA|NA,NA
1278013405383790594,3|3|3|3,3,1|1|1|1,1
1294718697446219776,4|1|1|2,1,0|0|0|0,0
1178595480458137601,4|3|2|2,2,3|3|3|3,3
1186391443880980480,1|1|1|1,1,1|1|1|1,1
1026581698513969153,2|2|2|2,2,3|2|0|3,3
1308561701088956417,3|3|3|3,3,1|3|1|1,1
1303429952109449217,1|1|1|1,1,1|1|1|1,1
1279150541474533378,3|3|3|3,3,3|1|1|1,1
1080622748035153920,3|1|3|3,3,1|1|0|0,-1
1277972228638781446,1|1|1|3,1,1|1|1|1,1
1026574882073653248,1|1|1|1,1,1|1|1|1,1
1248181265741819906,1|1|1|1,1,0|0|0|0,0
1279200285441830914,1|1|1|1,1,1|1|1|1,1
1200513056754851841,0|0|0|0,0,0|0|0|0,0
1200340086157524994,0|4|3|0,0,NA|NA|NA|NA,NA
1312527492339494913,0|0|0|0,0,0|0|0|0,0
1312463124688072704,0|0|0|0,0,NA|NA|NA|NA,NA
1222167847364939776,1|1|1|3,1,1|1|1|1,1
1195449007071547392,1|1|1|1,1,0|0|0|3,0
1273009277670694914,1|1|1|1,1,1|1|1|1,1
1276601538673348608,0|0|0|3,0,0|0|0|0,0
1163237843105394693,1|1|1|1,1,1|1|1|1,1
1268022253767319553,1|1|1|1,1,1|3|3|1,-1
1297515430941204480,1|1|1|1,1,1|1|1|3,1
930842448456282113,3|4|1|2,-1,3|3|3|3,3
930837158281273345,2|2|2|2,2,NA|NA|NA|NA,NA
1264938900537192451,1|1|1|1,1,1|1|1|1,1
1313544644345704448,1|1|1|1,1,1|1|1|1,1
1195014205398749189,1|1|1|3,1,1|1|1|1,1
1209749511570182145,1|1|1|3,1,1|1|1|3,1
1047824336894218242,2|1|2|3,2,3|1|1|1,1
1047465834241777667,0|0|0|0,0,NA|NA|NA|NA,NA
1282696117189320705,0|3|3|3,3,0|0|0|0,0
1260676481442873344,0|0|0|2,0,0|0|0|0,0
1112973360076554241,1|1|1|1,1,1|1|1|1,1
1112756197168504832,0|0|0|0,0,NA|NA|NA|NA,NA
1287772768906420224,3|1|3|3,3,1|1|1|3,1
1260951972687032320,1|1|1|1,1,1|1|1|1,1
1293856452881326082,1|1|1|1,1,1|1|1|1,1
1268627796294799361,1|1|1|3,1,1|1|1|1,1
997388376465727488,1|1|1|2,1,1|1|1|1,1
1009470414668562433,1|1|1|1,1,0|0|0|0,0
1009401707409833987,1|1|1|1,1,NA|NA|NA|NA,NA
1307998509447118851,3|1|1|3,-1,1|1|1|1,1
1267832772577693697,1|1|1|1,1,1|1|1|1,1
1290067662056247297,0|0|0|0,0,0|0|0|0,0
1289999787228618754,4|4|4|1,4,NA|NA|NA|NA,NA
1259491908998631428,1|1|1|3,1,1|1|1|1,1
1283460325736624128,1|1|1|3,1,1|1|1|1,1
1270733901439401989,3|1|3|3,3,1|1|1|1,1
1275061524747309056,1|1|1|1,1,1|1|1|1,1
1270131238611955714,1|1|1|1,1,0|0|0|0,0
1251144014574714886,1|1|1|1,1,3|1|1|1,1
1112777831749246979,0|0|0|0,0,0|0|0|0,0
1293678082692456448,0|0|3|4,0,0|0|0|0,0
1285551016184877056,3|3|3|3,3,0|0|0|0,0
1307993259088711684,1|1|1|3,1,1|1|1|1,1
1303818400112803843,3|3|3|3,3,1|3|1|1,1
1035196868526067712,1|1|1|1,1,3|1|3|0,3
1035191594197180416,1|1|1|1,1,NA|NA|NA|NA,NA
1258012291292893185,4|1|1|1,1,3|3|1|3,3
1287486546569039874,1|1|1|1,1,1|1|1|1,1
1302048343296704513,3|3|3|1,3,3|3|3|3,3
1301906618205036545,1|1|1|1,1,NA|NA|NA|NA,NA
1097199766067445760,1|1|1|3,1,1|1|1|3,1
1097153682821603334,1|1|1|3,1,NA|NA|NA|NA,NA
1274806208365580289,3|3|3|3,3,1|1|3|1,1
1292881631045390342,3|1|3|3,3,1|1|1|3,1
1130796833914200067,3|1|3|3,3,1|1|1|3,1
1300772044519415808,1|1|1|1,1,1|1|1|1,1
1268240973617721344,1|1|1|1,1,1|1|1|1,1
1216725963444293632,1|1|1|1,1,1|1|1|1,1
943996967658688512,1|1|1|2,1,0|0|0|0,0
1276465015369981953,1|1|1|2,1,1|1|1|1,1
1275454149384114176,3|3|3|3,3,3|0|0|0,0
1284820946956816386,1|1|1|1,1,0|0|0|0,0
1287406217669877761,1|1|1|1,1,1|1|1|1,1
1296511621364355072,2|1|1|3,1,3|1|3|3,3
1272116779842764802,3|3|3|3,3,3|1|3|3,3
1238570488059899906,1|4|1|4,-1,0|0|0|0,0
1257609594685317121,2|2|2|2,2,3|0|0|0,0
1242798703716564992,1|1|1|3,1,0|0|0|0,0
1254086658661720067,1|1|1|2,1,1|1|1|3,1
1290753114761564161,3|3|1|3,3,1|1|1|0,1
1296446738040008707,1|1|1|3,1,1|1|1|1,1
1296212009374167040,0|4|0|0,0,NA|NA|NA|NA,NA
1313117534720348162,3|3|3|2,3,3|1|3|3,3
1267854439148331009,4|1|1|4,-1,1|1|1|1,1
1310712140425236480,0|0|0|0,0,0|0|0|0,0
1310695082509635585,0|0|0|0,0,NA|NA|NA|NA,NA
1267867148212412416,1|1|1|1,1,1|1|1|1,1
1183349817474502657,1|1|1|1,1,1|1|1|1,1
964835861459296256,3|1|3|3,3,1|1|1|3,1
1268077859773562880,3|1|1|3,-1,1|1|1|1,1
1233163841636380672,0|0|0|0,0,0|0|0|0,0
1300408760452739072,3|3|3|3,3,1|1|1|3,1
1269949917994405888,0|0|0|4,0,0|0|0|0,0
1284272121770901509,2|1|2|2,2,3|0|3|3,3
1257986797000429568,2|1|1|3,1,3|0|3|3,3
1293330934838820868,1|1|1|1,1,0|0|0|0,0
1269965089119047681,1|1|1|1,1,1|1|1|1,1
1097185624203972608,3|3|3|2,3,3|1|1|1,1
1311672713463955457,1|1|1|2,1,NA|NA|NA|NA,NA
1059201270014271488,2|0|2|2,2,0|0|3|0,0
1058883429591379968,4|0|1|4,4,NA|NA|NA|NA,NA
1293720369950527490,3|1|1|2,1,1|1|1|1,1
1294973798954000384,4|1|4|4,4,0|0|0|0,0
1230977604745912320,3|3|3|3,3,1|1|1|3,1
1230895316196569088,1|1|1|2,1,NA|NA|NA|NA,NA
1120395460097847298,3|3|3|3,3,0|0|0|1,0
1120323822505295872,2|2|2|0,2,NA|NA|NA|NA,NA
1057604023262633987,3|1|3|0,3,0|0|0|0,0
1057375423280136192,2|1|1|2,-1,NA|NA|NA|NA,NA
1256209807339552768,3|3|3|3,3,3|1|3|3,3
818412184195764224,2|2|2|2,2,3|3|0|3,3
818411026651774976,2|2|2|2,2,NA|NA|NA|NA,NA
1230143656469897219,1|1|4|3,1,0|0|0|3,0
1289691596708106241,3|3|3|3,3,3|3|3|0,3
1303307868037414913,3|3|3|3,3,1|1|3|3,-1
1285471225419046913,3|3|1|3,3,0|0|0|3,0
1297201721672970241,3|3|3|3,3,1|1|1|1,1
1168965229872582656,0|0|0|0,0,0|0|3|3,-1
1279187959225483272,3|3|3|3,3,1|1|1|1,1
1179882878831865856,1|1|1|1,1,0|1|0|0,0
1179878169769381888,1|1|1|1,1,NA|NA|NA|NA,NA
1264940731514396673,1|1|1|1,1,1|1|1|1,1
1267846449397727233,1|1|1|3,1,1|1|1|3,1
1247204292202766336,2|2|0|3,2,0|0|0|3,0
1176971293155086337,0|0|0|0,0,0|0|0|0,0
987410968299954176,1|1|1|1,1,1|1|1|1,1
987024914430521345,1|4|1|1,1,NA|NA|NA|NA,NA
1300265582449823746,3|3|3|3,3,1|1|1|1,1
1267824764883578881,1|1|1|1,1,1|1|1|1,1
1254557930806018049,1|1|1|1,1,1|1|1|1,1
1262815834382237696,3|3|1|3,3,3|3|3|3,3
1083026612994617344,4|0|1|1,1,0|0|0|0,0
1083024609426001920,0|0|2|0,0,NA|NA|NA|NA,NA
1006007888719081472,1|1|2|3,1,1|0|1|1,1
1267897257803776004,3|3|3|0,3,1|1|1|0,1
1308919068255236097,1|1|1|1,1,1|1|1|1,1
1244801723081863170,1|1|1|1,1,1|1|1|1,1
1239259911864942593,3|3|3|3,3,0|1|1|0,-1
1300183397088755712,1|1|1|3,1,1|1|1|1,1
1308508060470648833,3|3|3|3,3,3|0|3|3,3
1260943684935311360,3|3|1|2,3,1|1|1|3,1
1260676758170451969,2|4|2|2,2,NA|NA|NA|NA,NA
1258807143085588481,3|3|3|3,3,1|1|3|3,-1
1258786481348513792,0|0|0|0,0,NA|NA|NA|NA,NA
1162328364356648960,1|1|1|3,1,1|1|1|1,1
1287728534748835840,1|1|1|3,1,0|0|0|0,0
1078719474864410626,3|3|3|3,3,3|1|1|3,-1
1217799480717848576,0|0|0|0,0,0|0|0|0,0
1217787121848799233,2|2|2|2,2,NA|NA|NA|NA,NA
1279177845386903552,0|0|3|0,0,0|0|0|0,0
1309031103467008001,3|3|3|3,3,1|1|1|1,1
1088754043051233281,3|1|1|2,1,1|1|1|3,1
1285639056207085568,1|1|1|3,1,1|1|1|3,1
1245038959991848962,1|1|1|3,1,1|1|1|1,1
1267807790388711424,1|1|1|2,1,1|1|1|1,1
1175862813660798977,0|0|0|2,0,0|0|0|0,0
1175480340015734789,2|0|2|0,-1,NA|NA|NA|NA,NA
1287541990490607618,1|1|1|1,1,1|1|1|1,1
849344922897580033,4|1|1|2,1,3|1|0|3,3
849343632809369601,2|1|2|2,2,NA|NA|NA|NA,NA
995251793918611456,2|0|2|2,2,0|0|0|0,0
995251025782169600,2|4|2|0,2,NA|NA|NA|NA,NA
1279575256781512706,0|0|0|4,0,0|0|0|0,0
1230473497803096065,3|3|3|3,3,1|3|1|3,-1
1177194822416793601,0|0|0|0,0,0|0|0|0,0
1177170365891645440,2|1|2|0,2,NA|NA|NA|NA,NA
1134944175487631360,2|0|4|0,0,0|0|2|0,0
1134904496847544320,1|1|3|1,1,NA|NA|NA|NA,NA
1307449880361807873,3|3|3|3,3,3|3|1|3,3
1258709903746703361,1|1|1|3,1,0|0|1|3,0
1270325882838753280,3|1|1|3,-1,1|1|1|1,1
878603803498610688,3|1|3|3,3,1|1|1|1,1
1258376605115826176,0|0|0|0,0,0|0|0|0,0
899185093310328832,2|1|2|2,2,3|3|3|3,3
898904507899412480,0|4|1|0,0,NA|NA|NA|NA,NA
1244809340651003909,1|1|1|1,1,1|1|1|1,1
1292261825086660608,1|1|1|1,1,0|0|0|0,0
1292020570717073414,0|0|0|2,0,NA|NA|NA|NA,NA
1113985753229549569,1|1|1|3,1,1|1|1|1,1
1293604497617551360,1|1|1|1,1,1|3|1|1,1
1241133694687027206,1|1|1|1,1,0|0|3|2,0
1240935751057059841,2|4|0|2,2,NA|NA|NA|NA,NA
1267868730362597380,1|1|1|1,1,1|1|1|1,1
1197612509504643081,0|0|0|0,0,0|0|0|0,0
1267806639543005184,1|1|1|1,1,1|1|1|1,1
1007384319118192642,2|1|1|1,1,3|1|3|3,3
1007354872335826945,0|0|0|0,0,NA|NA|NA|NA,NA
1276652047467778049,1|1|1|3,1,1|1|1|1,1
1179706835005267969,4|4|4|4,4,2|0|2|0,-1
1179539899055316994,0|0|0|0,0,NA|NA|NA|NA,NA
1236216607233503232,3|3|3|3,3,3|1|3|3,3
1235913023686139907,2|2|2|2,2,NA|NA|NA|NA,NA
819942173378564096,3|3|3|3,3,3|3|3|3,3
1231908321441013760,3|3|3|3,3,1|1|1|1,1
1231906936850915328,2|0|4|2,2,NA|NA|NA|NA,NA
1267890656044888065,1|1|1|1,1,1|1|1|1,1
1275967476308889600,1|1|1|2,1,3|3|3|3,3
1162301402401648641,1|1|1|3,1,1|1|1|1,1
1036599436502343681,1|1|1|1,1,0|1|3|0,0
1036596602570518530,1|1|1|1,1,NA|NA|NA|NA,NA
1112745883769204739,3|1|1|3,-1,1|1|1|1,1
1232954435111964672,3|3|3|3,3,3|3|1|3,3
1296703376005177350,1|1|1|3,1,1|1|1|1,1
1279131182349852672,1|1|1|1,1,1|1|1|1,1
1305948982120677376,3|0|3|3,3,1|0|1|3,1
1267827490711453698,1|1|1|1,1,1|1|1|1,1
1088874703475888129,4|3|3|0,3,3|3|3|0,3
956268209077932032,2|2|2|2,2,0|0|0|0,0
956254553170735104,0|2|0|0,0,NA|NA|NA|NA,NA
1313111606004506624,1|1|1|1,1,3|0|3|3,3
1261636309136953350,3|1|3|3,3,1|1|1|3,1
1184769176726052864,3|1|3|3,3,1|1|1|3,1
1006159191835398144,1|1|1|3,1,1|1|1|1,1
1285469916519444480,0|0|0|0,0,0|0|0|0,0
1267828768673984512,3|4|3|3,3,1|1|1|1,1
1305894511936180225,1|1|1|1,1,1|1|1|1,1
1270029447887040514,1|1|1|3,1,1|1|1|1,1
1267902688076935168,1|1|1|1,1,1|1|1|1,1
1297362077661749249,3|1|1|1,1,1|1|1|1,1
1297209126217490432,1|1|1|3,1,1|1|1|1,1
1297240217192144900,1|1|1|1,1,1|1|1|1,1
1096789272303202304,0|0|0|0,0,0|0|0|0,0
1096704506480545793,2|2|2|2,2,NA|NA|NA|NA,NA
1073138388637753345,3|1|3|2,3,3|0|1|3,3
1072844374248177664,0|0|0|0,0,NA|NA|NA|NA,NA
1238916626445205506,0|0|0|0,0,0|0|0|0,0
1293907789656387585,1|1|1|1,1,1|1|1|1,1
1237072684409851905,3|3|3|3,3,3|0|0|0,0
1296478433585897474,0|0|2|0,0,NA|NA|NA|NA,NA
1267843499648483328,1|1|1|3,1,1|1|1|1,1
943602975926308866,1|1|1|2,1,0|0|0|0,0
943544857716543490,1|1|1|1,1,NA|NA|NA|NA,NA
1292888427671834624,3|3|3|3,3,1|1|1|3,1
1278383123902971907,1|1|1|3,1,1|1|1|1,1
1242182849769373696,0|0|4|0,0,0|0|0|0,0
962144030258843649,0|0|0|0,0,0|0|0|0,0
962134626184630273,0|0|0|0,0,NA|NA|NA|NA,NA
1306313569554829313,0|0|0|0,0,0|0|0|0,0
1279145845137575936,3|3|3|3,3,0|3|0|0,0
1169336949188059137,3|3|3|3,3,3|0|1|3,3
1169316973878136839,2|1|1|1,1,NA|NA|NA|NA,NA
1267833782926807049,1|1|1|3,1,1|1|1|1,1
1267826523681091587,3|1|1|1,1,1|1|1|1,1
1026594907849404416,3|3|3|3,3,3|3|1|3,3
1308138481890328576,3|3|3|3,3,1|1|1|3,1
1300482576713474051,3|3|3|3,3,3|3|3|3,3
1162337900295593984,1|1|1|1,1,1|1|1|1,1
1275574419071606786,2|2|2|2,2,3|3|0|3,3
1275383581209243650,2|2|2|2,2,NA|NA|NA|NA,NA
1279139860767551489,3|1|3|3,3,1|1|1|3,1
1270425774177296384,3|3|3|3,3,1|1|1|3,1
1308881268856233987,3|3|3|1,3,0|3|0|0,0
1222978678054846465,0|0|0|0,0,0|0|0|0,0
997226899737858048,3|3|3|3,3,3|3|1|3,3
1026551994612211712,3|3|3|3,3,3|1|3|3,3
1222634774470238210,0|0|0|0,0,0|0|0|0,0
1276246745899569152,0|0|0|0,0,0|0|0|0,0
1118829156463255554,3|3|3|3,3,1|1|1|3,1
1279134688825806848,1|1|1|1,1,1|3|3|1,-1
1068882655326937089,0|0|2|0,0,0|0|0|0,0
1294392848956129281,1|1|1|2,1,1|1|1|3,1
1273376402310598658,3|3|3|3,3,1|1|1|3,1
1293697203941396487,1|0|0|0,0,1|0|0|0,0
1168931905825378306,2|1|2|2,2,0|0|3|3,-1
1168928988548538369,3|1|3|3,3,NA|NA|NA|NA,NA
1249672658675027969,1|1|1|3,1,0|0|0|0,0
1276565699222216706,0|0|0|3,0,0|0|0|3,0
1252836091939307520,1|1|1|1,1,1|3|1|1,1
1276536483294388224,1|3|1|3,-1,1|1|1|1,1
817695408541564929,3|3|3|0,3,3|3|1|0,3
1292885238893481985,3|3|3|3,3,1|1|1|3,1
937673294219751424,2|2|2|2,2,0|0|0|3,0
937397597324677120,0|4|0|0,0,NA|NA|NA|NA,NA
1287399977250160643,1|1|1|1,1,1|1|1|1,1
1295861929915961345,1|1|1|1,1,1|1|1|1,1
1268241791716859906,1|1|1|1,1,1|1|1|1,1
1005457593224003584,1|1|1|1,1,1|0|1|3,1
1005396768299933696,1|1|2|1,1,NA|NA|NA|NA,NA
1014895635735236608,1|1|1|1,1,0|0|0|0,0
1014808644733546496,0|0|0|0,0,NA|NA|NA|NA,NA
1118541933964595201,3|3|1|3,3,3|1|1|1,1
1253821804709318656,3|1|1|3,-1,1|1|1|1,1
1253770649518080007,0|0|0|0,0,NA|NA|NA|NA,NA
1006199174252163075,0|0|0|0,0,0|0|0|0,0
1005875443961139201,0|0|0|0,0,NA|NA|NA|NA,NA
880570305336442881,0|0|0|0,0,0|0|0|0,0
880110770746535936,2|2|1|2,2,NA|NA|NA|NA,NA
1163017548247515136,1|1|1|1,1,1|1|1|1,1
1200576414128443392,1|1|1|1,1,1|1|1|1,1
1267830167059099650,1|1|3|1,1,1|1|1|1,1
1298002493427847168,1|3|3|3,3,1|1|1|1,1
1189643305493172226,1|1|1|3,1,1|1|1|1,1
1282805649483735041,1|1|1|1,1,1|1|1|1,1
1275202158439383047,0|0|0|0,0,0|0|0|0,0
1275165094960340993,3|3|1|3,3,NA|NA|NA|NA,NA
1303004038586339330,3|1|3|3,3,1|1|1|3,1
1270708454190022657,1|1|1|3,1,1|1|1|1,1
1267809351994978307,1|1|1|3,1,0|0|0|0,0
1113435288024514561,3|1|3|3,3,1|1|1|1,1
1297318044134449152,4|1|4|4,4,3|3|3|0,3
1258147079282704385,1|1|1|1,1,0|1|0|0,0
1267819179995885568,1|1|1|1,1,1|1|1|1,1
1269956140848340992,1|1|1|1,1,1|1|1|1,1
1244876273001943040,1|1|1|1,1,1|1|1|1,1
1278029735881252866,1|1|1|1,1,1|1|1|1,1
1301517666725834757,3|3|3|3,3,1|1|3|1,1
1237079164391391232,1|1|1|1,1,1|1|1|1,1
1134746183405117440,1|1|1|1,1,3|1|1|1,1
1267914749469130752,1|1|1|3,1,1|1|1|1,1
1311260210808467456,1|1|1|3,1,3|0|0|0,0
1311236177303920640,1|1|1|2,1,NA|NA|NA|NA,NA
1308917779349803008,1|1|1|1,1,1|1|1|1,1
1283054265309814789,1|1|1|3,1,1|1|1|1,1
822501461259120642,1|1|1|3,1,1|1|1|3,1
822498805673295872,2|2|2|2,2,NA|NA|NA|NA,NA
1076425943189733377,1|1|1|1,1,1|1|1|3,1
1076107661278699521,1|1|1|2,1,NA|NA|NA|NA,NA
1068970944327237633,3|3|3|3,3,3|1|3|3,3
1264908639401279489,1|1|1|1,1,3|1|3|3,3
1239029588333867024,1|1|1|1,1,1|1|1|1,1
1279119158358261762,3|3|3|3,3,3|3|1|3,3
1266732526632153093,1|1|1|2,1,1|1|1|1,1
1258019354660286468,1|1|1|1,1,1|1|1|1,1
1270849521057247232,2|1|3|3,3,1|1|1|1,1
1267802852459786243,1|1|1|1,1,1|1|1|3,1
1118569303324934144,1|1|1|3,1,1|1|1|1,1
1290608762034716672,1|1|1|1,1,0|0|0|0,0
1290438523074600966,0|4|0|0,0,NA|NA|NA|NA,NA
1271650790038364160,2|1|1|2,-1,3|3|1|3,3
1273596887241760773,3|3|3|3,3,1|1|1|3,1
